artwork,artist_accepted,provenance,source,attribution_tbcleaned,accepted_criterion,accepted_cited,accepted_date,discarded_attribution1,discarded-criterion1,discarded_cited1,discarded_date1,discarded_attribution2,discarded-criterion2,discarded_cited2,discarded_date2,discarded_attribution3,discarded-criterion3,discarded_cited3,discarded_date3
b11852781,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852860,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852872,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852884,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852896,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852914,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b1185294x,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852951,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852963,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852987,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11852999,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853001,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853128,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853219,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853232,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853256,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853268,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853360,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853372,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853396,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853402,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853426,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853438,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853463,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853475,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11853499,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854066,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854078,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854121,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854145,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854170,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854248,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854285,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854418,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854455,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854509,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854558,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11854583,"Ammanati, Bartolommeo, 1511-1592.","Gabinetto Disegni e Stampe degli Uffizi, Florence.",,,none,,,,,,,,,,,,,,
b11855587,"Daniele da Volterra, 1509-1566.","Achille de Clemente, Florence ;""Sale, American Art Association, Anderson Galleries, New York, Achille de Clemente Collection, January 15-17, 1931, lot 210 ($7.50, to Stora).""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11855605,"Daniele da Volterra, 1509-1566.","Professor Frank J. Mather, Princeton, New Jersey (deceased).",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1185604x,"Schiavone, Andrea, 1522-1582.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856117,"Porta, Giuseppe, n.c.1518/20-m.c.1570/85.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856142,"Porta, Giuseppe, n.c.1518/20-m.c.1570/85.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856208,"Porta, Giuseppe, n.c.1518/20-m.c.1570/85.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856221,"Porta, Giuseppe, n.c.1518/20-m.c.1570/85.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856397,"Dosso Dossi, Giovanni de Lutero, 1479-a.1542.","Achille de Clemente, Florence ;""Sale, American Art Association, Anderson Galleries, New York, Achille de Clemente Collection, January 15-17, 1931, lot 217 ($40, to S. Benguiat).""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856476,"Ghirlandajo, Ridolfo, Il, 1483-1561, attributed to.","Achille de Clemente, Florence ;""Sale, American Art Association, Anderson Galleries, New York, Achille de Clemente Collection, January 15-17, 1931, lot 199 ($12, to R. Ederheimer).""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856543,"Giulio Romano, 1499-1546.","Professor Frank Jewett Mather, Jr., Princeton, New Jersey (deceased).",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856622,"Schiavone, Andrea, 1522-1582, attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856646,"Schiavone, Andrea, 1522-1582, attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856658,"Schiavone, Andrea, 1522-1582, attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856683,"Schiavone, Andrea, 1522-1582, attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856713,"Schiavone, Andrea, 1522-1582.","Originally painted for the choir loft of Sta. Maria del Carmine, Venice, which was dismantled in 1652 ;""by 1674, it was installed to decorate the organ parapets of the same church.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856750,"Schiavone, Andrea, 1522-1582.","Originally painted for the choir loft of Sta. Maria del Carmine, Venice, which was dismantled in 1652 ;""by 1674, it was installed to decorate the organ parapets of the same church.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11856762,"Schiavone, Andrea, 1522-1582.","Originally painted for the choir loft of Sta. Maria del Carmine, Venice, which was dismantled in 1652 ;""by 1674, it was installed to decorate the organ parapets of the same church.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11857031,"Zanfurnari, Emanuele, 16th C.","Professor Frank Jewett Mather, Jr., Princeton, New Jersey ;""presented by him in 1945 to the Princeton University Art Museum, Princeton, New Jersey (45-64).""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1185716x,"Abbate, Niccol? dell', n.c.1512-m.1570.","Museo e Gallerie Nazionali di Capodimonte, Naples, Italy.",,,none,,,,,,,,,,,,,,
b11857973,"Caroto, Giovanni, 1488/95-1563/6.",,,,none,,,,,,,,,,,,,,
b11858382,"Cavazzola, Paolo Morando, Il, 1486-1522.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11859313,"Mazzuoli, Giuseppe, c.1536-1589.","Sant' Andrea, Ferrara, Italy ;""Pinacoteca nazionale di Ferrara, Ferrara, Italy.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11859337,"Master of the Twelve Apostles, op.1530.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11859398,"Garofalo, Benvenuto Tisio da, c.1481-1559.","San Silvestro, Ferrara, Italy ;""Pinacoteca nazionale di Ferrara, Ferrara, Italy.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11859416,"Garofalo, Benvenuto Tisio da, c.1481-1559.","Refectory of Santo Spirito ;""detached in 1874 by artist Rizzoli di Cento and transferred to canvas "";""Pinacoteca nazionale di Ferrara, Ferrara, Italy.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11859684,"Garofalo, Benvenuto Tisio da, c.1481-1559, attributed to.","Duke Massari-Zavaglia Collection, Ferrara, Italy ;""the Massari-Zavaglia Collection was dispersed after 1931 "";""a large part of the collection was acquired from the heirs by the Casa di Risparmio, Ferrara and is in the Pinacoteca, Ferrara and others were sold c.1940.""","Information from Frick Art Reference Library Photoarchive.;""Ferrara, Casa di Risparmio. Economia, collezionismo, e museo : le raccolte d'arte della Cassa di Risparmio di Ferrara nella Pinacoteca Nazionale di Palazzo dei Diamanti [exh.]. Comp. Jadranka Bentini. 1984, p.17"";""F. Tondini, letter dated March 4, 1985.""",,Archival-classification,,,,,,,,,,,,,,
b11872111,"Andrea del Sarto, c.1486/7-m.1531, follower of.","Mr. George A. Hearn, New York ;""Sale, American Art Galleries, New York, George A. Hearn Collection, February 25-March 4, 1918, lot 337, ($355, to W. B. George).""",Information from Frick Art Reference Library Photoarchive.,"Listed as attributed to Jacopo Palma il Vecchio, with question.",Archival-classification,,, Jacopo Palma il Vecchio,Archival-classification,,,,,,,,,,
b1187451x,"Italian School (16th century), 16th C.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11879014,Italian School (16th century).,,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11880776,"Garofalo, Benvenuto Tisio da, c.1481-1559.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11881100,"Filippi, Camillo, c.1500-1574.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11881136,"Garofalo, Benvenuto Tisio da, c.1481-1559.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1188325x,"Surchi, Giovanni Francesco, op.1543-m.1590, attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11883327,"Surchi, Giovanni Francesco, op.1543-m.1590, attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1188339x,"Surchi, Giovanni Francesco, op.1543-m.1590, attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1188423x,"Lombardi, Alfonso, 1497-1537.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11885075,"Ferrarese School (16th century), 16th C., attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11885737,"Andrea del Sarto, c.1486/7-m.1531.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11885798,"Italian School (16th century), 16th C., attributed to.",,"Information based on visual analysis by FARL staff (LWR).;""Information from Frick Art Reference Library Photoarchive.""",Narri,stylistic analysis,,,,,,,,,,,,,,
b11887011,"Marconi, Rocco, op.1505, attributed to.","(o) William Graham, London ;""(o) Sale, Christie's, London, William Graham Collection, April 10, 1886, lot 449 (as Giovanni Bellini), bought by J. P. Carrington, for 273.0.0 "";""(o) J. P. Carrington "";""(o) Mortimer L. Schiff, New York, New York (as Rocco Marconi) "";""(o) Mrs. Mortimer L. Schiff, New York, New York "";""(o) Sale, Christie's, London, Mortimer L. Schiff Collection, June 24, 1938, lot 75 (as Rocco Marconi) (by order of John M. Schiff), bought by Lumley, 525 "";""(o) Lumley "";""(o) Duveen Brothers, New York, New York "";""(p) Albright Gallery, New York, New York, 1942 "";""(o) current location is unknown.""","(o) Information from Frick Art Reference Library Photoarchive.;""(p) Connoissers (July 1942): 144.""",Attributed to Giovanni Bellini  attributed to Rocco Marconi  attributed to Carpaccio.,Archival-classification,,,Giovanni Bellini / Rocco Maroni / Carpaccio,Scholar-attribution,,,,,,,,,,
b11887151,"Francesco da Rieti, op.1525.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11887163,"Oliverio, Alessandro, c.1500-1539.","Sedelmeyer Gallery, Paris, 1913 (as Bartolomeo Veneto) ;""Myron Taylor (died 1959), New York, New York (as North Italian School) "";""Sale, Parke-Bernet Galleries, New York, Myron C. Taylor Collection, Part II, November 11-12, 1960, lot 918 (as Ferrarese School:  Condottiere ) ($3,000), purchaser not indicated, (the painting was appraised at $300 before the sale and was considered to be in poor condition).""",Information from Frick Art Reference Library Photoarchive.,Attributed to Bartolomeo Veneto  attributed to North Italian School  attributed to Ferrarese School.,Archival-classification,,,Bartolomeo Veneto,Scholar-attribution,,,Ferrarese School,Scholar-attribution,,,North School,Scholar-attribution,,
b11887333,"Parmigianino, 1504/1505-1540, copy of.","Formerly, G?rard Joachim Schmidt, Hamburg, Germany ;""current location is unknown.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11887369,"Raphael, 1483-1520, copy of.","Prince Charles de Ligne, Brussels, Belgium ;""formerly, G?rard Joachim Schmidt, Hamburg, Germany "";""current location is unknown.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11887606,"Raphael, 1483-1520, copy of.","Prince Charles de Ligne, Brussels, Belgium ;""G?rard Joachim Schmidt, Hamburg, Germany "";""Albertina Gallery, Vienna, Austria, S.R. 272 (as attributed to Timoteo Viti).""",Information from Frick Art Reference Library Photoarchive.,Attributed to Timoteo Viti da Urbino.,Archival-classification,,,Timoteo Viti da Urbino,Scholar-attribution,,,,,,,,,,
b11887618,"Raphael, 1483-1520, copy of.","Formerly, G?rard Joachim Schmidt, Hamburg, Germany ;""current location is unknown.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1188793x,"Saccaccini da Carpi, op.1535.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11888155,"Vicino the Younger, Il, op. 1530.","Sale, American Art Association, New York, V. Winthrop Newman Collection, January 9, 1929, lot 190 (as F. Visino) ($20.00) ;""current location is unknown.""",Information from Frick Art Reference Library Photoarchive.,Listed as F. Visino.,Archival-classification,,,F. Visino,Archival-classification,,,,,,,,,,
b11888507,"Lombardi, Alfonso, 1497-1537.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1189099x,"Bassano, Jacopo da Ponte, Il, c.1517/18-1592.","(d) With Arnold Seligmann, Rey and Company, dealer, New York, 1936 ;""(e) with Knoedler & Co., dealer, by 1948.""","(d) Information from Frick Art Reference Library Photoarchive.;""(e) Kalamazoo, Kalamazzo Institute of Arts. Masterpieces of Italian Religious Paintings, XIV to XVIII Century: A Special Loan Exhibition from the Collection of M. Knoedler & Co., Inc. [trav. exh.]. December 5-28, 1948 (17)."";""(f) Library staff, no date.""",,Archival-classification,,,,,,,,,,,,,,
b11891038,"Bassano, Jacopo da Ponte, Il, c.1517/18-1592, school of.","With Arnold Seligmann, Rey, and Company, dealer, New York, 1936 (as Francesco Bassano the Elder).",Information from Frick Art Reference Library Photoarchive.,"Exhibited in 1936 as Francesco Bassano the Elder. According to Library staff, not by Francesco Bassano, neither the Elder nor the Younger  they were later artists with an entirely different style from that of Jacopo da Ponte. Listed as by an artist of the school of Jacopo da Ponte, Il Bassano.",Archival-classification,,,Francesco Bassano the Elde,Museum-attribution,,,,,,,,,,
b11891750,"Tintoretto, Domenico Robusti, Il, 1560-1635.","(c) With Arnold Seligmann, Rey and Company, dealer, New York, 1936 ;""(e) at one time, with M. Knoedler and Company, New York "";""(d) Dr. and Mrs. Rudolphe Heinemann, Lugano, Swtizerland "";""(d) Sale, Sotheby's, New York, Important Old Master Paintings and Sculpture, January 26, 2012, lot 35 (sold for the Benefit of the Morgan Library, New York and the National Gallery of Art, Washington.""","(c) Information from Frick Art Reference Library Photoarchive.;""(d) Sotheby's Inc., New York, Website, February 2017."";""(e) Information on reproduction, donated by M. Knoedler and Company. New York, January 1997.""",(c) Listed as by Jacopo Robusti Tintoretto  (d) lisetd as by Domenico Robusti Tintoretto.,Archival-classification,,,Domenico Tintoretto,Auction-attribution,Sotheby's,2017,,,,,,,,
b11892109,"Tintoretto, Jacopo Robusti, Il, 1512/1518-1594.","(i) Presumably the picture included in Rubens' estate inventory, 1640 (no. 13), as copied by L. Burchard in his certificate for Rubens' head ;""(i and j) given by Dr. and Mrs. Rudolf J. Heinemann, New York, to the M.H. de Young Memorial Museum, San Francisco, California (52.26) (as Young Man from the Renialme Family).""","(i) Information from Frick Art Reference Library Photoarchive.;""(j) M.H. de Young Memorial Museum, San Francisco, Website, November 2012.""",,Archival-classification,,,,,,,,,,,,,,
b11892547,"Titian, 1477/1489-1576.","(h) By 1566, Guidobaldo II della Rovere (1514-1576), Duke of Urbino, Urbino and Pesaro, Italy ;""(h) Francesco Maria II della Rovere (1549-1631), Duke of Urbino, Urbania, Italy "";""(h) Vittoria della Rovere (1622-1694/5), Italy "";""(h) delle Rovere family "";""(h) by 1644, Paolo Coccapani, Bishop of Reggio, Reggio Emilia, Italy "";""(h) Henry Alexander Gordon Howard (1866-1927), 4th Earl of Effingham, Effingham, England "";""(g) the picture was described in 1936 in the Bulletin of the City Art Museum of St. Louis as  Discovered in the possession of an English family, where it had passed unnoticied for many years under another name  "";""(g and h) in 1935, owned jointly by Rudolf Heinemann and Adolph Loewi, dealers, London, England and Venice, Italy "";""(h) in 1935, Robert Frank, London "";""(g) in 1936, with Arnold Seligmann, Rey and Company, New York "";""(g and h) from where purchased in 1936 by the City Art Museum, St. Louis, Missouri, which later became the St. Louis Art Museum, St. Louis (10:1936).""","(g) Information from Frick Art Reference Library Photoarchive.;""(h) St. Louis Art Museum, St. Louis, Website, November 2012."";""(i) Tietze-Conrat, E.  Titian's Workplace in His Late Years.  Art Bulletin 28 (June 1946): 86-87, rep. opp. p.85 (6).""","(g) By 1936, acknowledged as by Titian by Tancred Borenius, George Gronau, August L. Mayer, Wilhelm Suida, Lionello Venturi.",Scholar-attribution,Tancred Borenius / George Gronau / August L. Mayer / Wilhelm Suida / Lionello Venturi.,,,,,,,,,,,,,
b11892675,"Titian, 1477/1489-1576.","(d) Private collection, Palazzo Doria, Genoa, Italy ;""(d) by 1936, with Arnold Seligmann, Rey and Company, New York "";""(e) at one time with M. Knoedler and Company, New York.""","(d) Information from Frick Art Reference Library Photoarchive.;""(e) Information on reproduction, donated by M. Knoedler and Company, New York, January 1997.""",,Archival-classification,,,,,,,,,,,,,,
b11892791,"Veronese, 1528-1588, copy of.","With Arnold Seligmann, Rey and Company, New York ;""Sale, Sotheby's, London, A.C. Bowring and Other Collections, February 23, 1955, lot 87 (as P. Veronese,  from Other Properties ) (?65, to Bustamante).""",Information from Frick Art Reference Library Photoarchive.,Exhibited in 1936 as from Veronese's early period. Cataloged by Pignatti in 1976 as a copy after Veronese.,Scholar-attribution,Pignatti,1976,Veronese,Museum-attribution,,1936,,,,,,,,
b1189393x,Italian School (16th century).,,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11895871,"Titian, 1477/1489-1576, shop of.","Purchased in Venice in 1906 ;""possibly in the Perkins Collection.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11896164,"Montorsoli, Giovanni Angelo, 1507-1563.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11896528,"Montorsoli, Giovanni Angelo, 1507-1563.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11896541,"Ferrari, Defendente, c.1490-p.1535.","Charles Henfrey, British engineer ;""his gift to SS. Gervaso e Protaso, Baveno.""",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11905761,"Andrea del Sarto, c.1486/7-m.1531.","(f) Ch. P. J. B. de Bourgevin Vialart de Saint-Morys ;""(f) Among emigrant's property confiscated by the government at the time of the French Revolution, in 1793, handed to the Museum in 1796-1797 "";""marque du Conservatoire (L.2207).""","(e) Information from Frick Art Reference Library Photoarchive.;""(f) Mus?e du Louvre, Paris, Website, November 2012.""",,Archival-classification,,,,,,,,,,,,,,
b11907162,"Leonardo da Vinci, 1452-1519.","(d) Bequeathed to Francesco Melzi ;""(d) from whose heirs purchased by Pompeo Leoni, c.1582-90 "";""(d) Thomas Howard, 2nd Earl of Arundel, by 1630 "";""(d) probably acquired by Charles II "";""(c and d) Royal Collection by 1690, Royal Library, Windsor Castle, Windsor (12575).""","(c) Information from Frick Art Reference Library Photoarchive.;""(d) The Royal Collection, Windsor, Website, November 2012.""",,Archival-classification,,,,,,,,,,,,,,
b11907228,"Leonardo da Vinci, 1452-1519.","(d) Bequeathed to Francesco Melzi ;""(d) from whose heirs purchased by Pompeo Leoni, c.1582-90 (121) "";""(d) Thomas Howard, 2nd Earl of Arundel, by 1630 "";""(d) probably acquired by Charles II "";""(c and d) Royal Collection by 1690, Royal Library, Windsor Castle, Windsor (12360).""","(c) Information from Frick Art Reference Library Photoarchive.;""(d) The Royal Collection, Windsor, Website, November 2012.""",,Archival-classification,,,,,,,,,,,,,,
b1190916x,"Michelangelo, 1474/5-1563/4.","(b) Odescalchi ;""(b) purchased for the Odescalchi heirs in 1790.""","(a) Information from Frick Art Reference Library Photoarchive.;""(b) Teylers Museum, Haarlem, Website, November 2012.""",,Archival-classification,,,,,,,,,,,,,,
b11914786,"Ferrari, Defendente, c.1490-p.1535.","Lupieri bequest to Museo Civico, Vicenzo (187-188).",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11931711,"Cambiaso, Luca, 1527-1585.",Ferretti di Castel Ferretti Collection (now dispersed).,"Courtauld Institute of Art, London, Photographic Survey.  Formerly Ferretti di Castel Ferretti Collection (now dispersed).  March 2010, p.3 (29).",,Museum-attribution,"Courtauld Institute of Art, London",2010,,,,,,,,,,,,
b11931899,"Cambiaso, Luca, 1527-1585.",Ferretti di Castel Ferretti Collection (now dispersed).,"Courtauld Institute of Art, London, Photographic Survey.  Formerly Ferretti di Castel Ferretti Collection (now dispersed).  March 2010, p.3 (30).",,Museum-attribution,"Courtauld Institute of Art, London",2010,,,,,,,,,,,,
b11932016,"Cambiaso, Luca, 1527-1585.",Ferretti di Castel Ferretti Collection (now dispersed).,"Courtauld Institute of Art, London, Photographic Survey.  Formerly Ferretti di Castel Ferretti Collection (now dispersed).  March 2010, p.3 (30).",,Museum-attribution,"Courtauld Institute of Art, London",2010,,,,,,,,,,,,
b11932351,"Cambiaso, Luca, 1527-1585.",Ferretti di Castel Ferretti Collection (now dispersed).,"Courtauld Institute of Art, London, Photographic Survey.  Formerly Ferretti di Castel Ferretti Collection (now dispersed).  March 2010, p.3 (31).",,Museum-attribution,"Courtauld Institute of Art, London",2010,,,,,,,,,,,,
b11932879,"Brea, The, 16th C., school of, attributed to.","Ren? Gimpel Gallery, New York.",Information from Frick Art Reference Library Photoarchive.,"Attributed to French School, 15th century  attributed to Spanish School.",Archival-classification,,,French School,none,,,,,,,,,,
b11932995,"Grammorseo, Pietro, op.1523-1533, attributed to.","Palazzo Comunale (Museo di Alba), Alba, Italy.",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11933525,"Leonbruno, Lorenzo, 1489-1537.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11934967,"Schiavone, Andrea, 1522-1582.","Pinacoteca (Galleria sabauda), Turin.",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11935054,"Cambiaso, Luca, 1527-1585.",Ferretti di Castel Ferretti Collection (now dispersed).,"Courtauld Institute of Art, London, Photographic Survey.  Formerly Ferretti di Castel Ferretti Collection (now dispersed).  March 2010, p.3 (32).",,Museum-attribution,"Courtauld Institute of Art, London",2010,,,,,,,,,,,,
b11936745,"Leonbruno, Lorenzo, 1489-1537, attributed to.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1193962x,"Sanmicheli, Matteo, approximately 1480-after 1528.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11943889,"Pascale, Odonne, -1546.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11943993,"Ferrari, Defendente, c.1490-p.1535.","Included in the bequest of Francesco Baglioni, 1900, to the Accademia Carrara, Bergamo (303-304).",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b1194402x,"Previtali, Andrea, c.1480-c.1525.","Accademia Carrara, Bergamo, Italy.",Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
b11944432,"Ferrari, Defendente, c.1490-p.1535.",,Information from Frick Art Reference Library Photoarchive.,,Archival-classification,,,,,,,,,,,,,,
